농가명,조사일자,개체번호,줄기번호,초장,생장길이,엽수,엽장,엽폭,줄기굵기,화방높이,화방번호,화방별총개수,화방별꽃수,화방별꽃봉오리수,화방별개화수,화방별착과수,화방별적과수,화방별수확수,비고
정병두,2025-01-15,2,1,428,13.8,14,43.5,34.6,8.51,13.3,5,7,0,0,0,1,3,3,
정병두,2025-01-15,2,1,428,13.8,14,43.5,34.6,8.51,13.3,6,5,0,0,0,2,3,0,
정병두,2025-01-15,2,1,428,13.8,14,43.5,34.6,8.51,13.3,7,6,0,0,0,0,6,0,
정병두,2025-01-15,2,1,428,13.8,14,43.5,34.6,8.51,13.3,8,5,0,0,0,2,3,0,
정병두,2025-01-15,2,1,428,13.8,14,43.5,34.6,8.51,13.3,9,4,0,0,0,2,2,0,
정병두,2025-01-15,2,1,428,13.8,14,43.5,34.6,8.51,13.3,10,5,1,1,0,3,1,0,
정병두,2025-01-15,2,1,428,13.8,14,43.5,34.6,8.51,13.3,11,8,7,6,1,0,1,0,
정병두,2025-01-15,2,1,428,13.8,14,43.5,34.6,8.51,13.3,12,5,5,5,0,0,0,0,
정병두,2025-01-15,2,1,428,13.8,14,43.5,34.6,8.51,13.3,13,5,5,5,0,0,0,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,1,3,0,0,0,0,1,2,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,2,10,0,0,0,0,10,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,3,8,0,0,0,0,7,1,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,4,13,0,0,0,0,11,2,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,5,10,0,0,0,2,8,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,6,5,0,0,0,2,3,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,7,6,0,0,0,3,3,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,8,6,0,0,0,3,3,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,9,6,0,0,0,3,3,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,10,5,0,0,0,3,2,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,11,6,5,4,1,1,0,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,12,6,6,6,0,0,0,0,
정병두,2025-01-15,3,1,417.9,12.5,13,41.7,41.2,8.55,13.9,13,4,4,4,0,0,0,0,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,1,3,0,0,0,0,2,1,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,2,4,0,0,0,0,4,0,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,3,6,0,0,0,0,4,2,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,4,2,0,0,0,0,0,2,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,5,9,0,0,0,2,5,2,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,6,7,0,0,0,0,7,0,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,7,5,0,0,0,2,3,0,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,8,5,0,0,0,3,2,0,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,9,7,0,0,0,2,5,0,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,10,7,4,2,2,2,1,0,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,11,8,6,6,0,0,2,0,
정병두,2025-01-15,4,1,453.6,13.9,11,46.4,43.6,10.52,33.9,12,5,5,5,0,0,0,0,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,1,7,0,0,0,0,5,2,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,2,6,0,0,0,0,6,0,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,3,3,0,0,0,0,2,1,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,4,2,0,0,0,0,0,2,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,5,7,0,0,0,0,5,2,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,6,7,0,0,0,1,6,0,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,7,5,0,0,0,3,2,0,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,8,7,0,0,0,3,4,0,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,9,6,0,0,0,3,3,0,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,10,6,0,0,0,2,4,0,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,11,5,4,3,1,1,0,0,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,12,5,5,5,0,0,0,0,
정병두,2025-01-15,5,1,442.7,12.5,13,43.5,42.1,9.14,18.2,13,5,5,5,0,0,0,0,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,1,4,0,0,0,0,0,4,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,2,5,0,0,0,0,3,2,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,3,4,0,0,0,0,2,2,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,4,10,0,0,0,0,8,2,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,5,8,0,0,0,0,6,2,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,6,5,0,0,0,0,3,2,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,7,5,0,0,0,3,2,0,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,8,7,0,0,0,3,4,0,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,9,7,0,0,0,3,4,0,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,10,6,0,0,0,3,3,0,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,11,7,0,0,0,1,6,0,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,12,5,5,5,0,0,0,0,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,13,5,4,4,0,0,1,0,
정병두,2025-01-15,6,1,577.8,17,10,51.2,46.4,8.46,38,14,4,4,4,0,0,0,0,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,1,7,0,0,0,0,4,3,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,2,8,0,0,0,0,3,5,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,3,5,0,0,0,0,3,2,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,4,8,0,0,0,0,5,3,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,5,8,0,0,0,0,5,3,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,6,9,0,0,0,3,6,0,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,7,6,0,0,0,3,3,0,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,8,5,0,0,0,2,3,0,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,9,5,0,0,0,3,2,0,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,10,6,0,0,0,3,3,0,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,11,6,4,4,0,1,1,0,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,12,4,2,2,0,0,2,0,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,13,3,2,2,0,0,1,0,
정병두,2025-01-22,1,1,481.3,15.6,14,42.6,34.1,9.19,30.1,14,4,4,4,0,0,0,0,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,1,6,0,0,0,0,3,3,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,2,4,0,0,0,0,3,1,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,3,5,0,0,0,0,2,3,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,4,15,0,0,0,0,12,3,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,5,7,0,0,0,0,3,4,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,6,5,0,0,0,0,4,1,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,7,6,0,0,0,0,6,0,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,8,5,0,0,0,2,3,0,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,9,4,0,0,0,2,2,0,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,10,5,0,0,0,3,2,0,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,11,8,4,3,1,2,2,0,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,12,5,5,5,0,0,0,0,
정병두,2025-01-22,2,1,443.6,15.6,14,43.7,36.1,12.15,27.7,13,5,5,5,0,0,0,0,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,1,3,0,0,0,0,1,2,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,2,10,0,0,0,0,10,0,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,3,8,0,0,0,0,7,1,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,4,13,0,0,0,0,11,2,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,5,10,0,0,0,2,8,0,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,6,5,0,0,0,1,3,1,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,7,6,0,0,0,3,3,0,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,8,6,0,0,0,3,3,0,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,9,6,0,0,0,3,3,0,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,10,5,0,0,0,3,2,0,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,11,6,3,3,0,2,1,0,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,12,6,4,4,0,0,2,0,
정병두,2025-01-22,3,1,430.1,12.2,12,42.2,42.5,10.19,26,13,5,5,5,0,0,0,0,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,1,3,0,0,0,0,2,1,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,2,4,0,0,0,0,4,0,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,3,6,0,0,0,0,4,2,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,4,2,0,0,0,0,0,2,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,5,9,0,0,0,2,5,2,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,6,7,0,0,0,0,7,0,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,7,5,0,0,0,2,3,0,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,8,5,0,0,0,3,2,0,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,9,7,0,0,0,2,5,0,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,10,7,0,0,0,4,3,0,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,11,8,5,3,2,1,2,0,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,12,6,6,6,0,0,0,0,
정병두,2025-01-22,4,1,471.8,18.2,15,42.1,36.1,10.35,23.7,13,5,5,5,0,0,0,0,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,1,7,0,0,0,0,5,2,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,2,6,0,0,0,0,6,0,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,3,3,0,0,0,0,2,1,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,4,2,0,0,0,0,0,2,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,5,7,0,0,0,0,5,2,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,6,7,0,0,0,0,6,1,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,7,5,0,0,0,3,2,0,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,8,7,0,0,0,3,4,0,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,9,6,0,0,0,3,3,0,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,10,6,0,0,0,2,4,0,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,11,5,0,0,0,3,2,0,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,12,5,5,5,0,0,0,0,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,13,5,5,5,0,0,0,0,
정병두,2025-01-22,5,1,459.6,16.9,13,45,44.9,9.21,35.4,14,4,4,4,0,0,0,0,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,1,4,0,0,0,0,0,4,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,2,5,0,0,0,0,3,2,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,3,4,0,0,0,0,2,2,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,4,10,0,0,0,0,8,2,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,5,8,0,0,0,0,6,2,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,6,5,0,0,0,0,3,2,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,7,5,0,0,0,3,2,0,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,8,7,0,0,0,3,4,0,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,9,7,0,0,0,3,4,0,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,10,6,0,0,0,3,3,0,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,11,7,0,0,0,1,6,0,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,12,5,2,0,2,1,2,0,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,13,5,4,4,0,0,1,0,
정병두,2025-01-22,6,1,596.3,18.5,13,42.7,41.1,8.99,27.9,14,5,5,5,0,0,0,0,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,1,7,0,0,0,0,4,3,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,2,8,0,0,0,0,3,5,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,3,5,0,0,0,0,3,2,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,4,8,0,0,0,0,5,3,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,5,8,0,0,0,0,5,3,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,6,9,0,0,0,1,7,1,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,7,6,0,0,0,3,3,0,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,8,5,0,0,0,2,3,0,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,9,5,0,0,0,3,2,0,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,10,6,0,0,0,3,3,0,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,11,6,4,4,0,1,1,0,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,12,4,2,2,0,0,2,0,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,13,3,2,2,0,0,1,0,
정병두,2025-01-29,1,1,493.4,12.1,14,41.7,35.2,9.2,31.1,14,4,4,4,0,0,0,0,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,1,6,0,0,0,0,3,3,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,2,4,0,0,0,0,3,1,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,3,5,0,0,0,0,2,3,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,4,15,0,0,0,0,12,3,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,5,7,0,0,0,0,3,4,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,6,5,0,0,0,0,4,1,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,7,6,0,0,0,0,6,0,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,8,5,0,0,0,2,3,0,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,9,4,0,0,0,2,2,0,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,10,5,0,0,0,3,2,0,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,11,8,4,3,1,2,2,0,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,12,5,5,5,0,0,0,0,
정병두,2025-01-29,2,1,458.9,15.3,13,42.6,37.3,11.09,28.7,13,5,5,5,0,0,0,0,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,1,3,0,0,0,0,1,2,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,2,10,0,0,0,0,10,0,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,3,8,0,0,0,0,7,1,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,4,13,0,0,0,0,11,2,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,5,10,0,0,0,2,8,0,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,6,5,0,0,0,1,3,1,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,7,6,0,0,0,3,3,0,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,8,6,0,0,0,3,3,0,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,9,6,0,0,0,3,3,0,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,10,5,0,0,0,3,2,0,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,11,6,3,3,0,2,1,0,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,12,6,4,4,0,0,2,0,
정병두,2025-01-29,3,1,444,13.9,12,42,43.1,10.99,30,13,5,5,5,0,0,0,0,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,1,3,0,0,0,0,2,1,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,2,4,0,0,0,0,4,0,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,3,6,0,0,0,0,4,2,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,4,2,0,0,0,0,0,2,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,5,9,0,0,0,2,5,2,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,6,7,0,0,0,0,7,0,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,7,5,0,0,0,2,3,0,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,8,5,0,0,0,3,2,0,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,9,7,0,0,0,2,5,0,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,10,7,0,0,0,4,3,0,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,11,8,5,3,2,1,2,0,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,12,6,6,6,0,0,0,0,
정병두,2025-01-29,4,1,489.5,17.7,15,40.8,35.9,11,37.1,13,5,5,5,0,0,0,0,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,1,7,0,0,0,0,5,2,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,2,6,0,0,0,0,6,0,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,3,3,0,0,0,0,2,1,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,4,2,0,0,0,0,0,2,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,5,7,0,0,0,0,5,2,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,6,7,0,0,0,0,6,1,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,7,5,0,0,0,3,2,0,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,8,7,0,0,0,3,4,0,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,9,6,0,0,0,3,3,0,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,10,6,0,0,0,2,4,0,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,11,5,0,0,0,3,2,0,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,12,5,5,5,0,0,0,0,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,13,5,5,5,0,0,0,0,
정병두,2025-01-29,5,1,478.1,18.5,13,41.7,39.1,9.71,30.1,14,4,4,4,0,0,0,0,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,1,4,0,0,0,0,0,4,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,2,5,0,0,0,0,3,2,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,3,4,0,0,0,0,2,2,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,4,10,0,0,0,0,8,2,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,5,8,0,0,0,0,6,2,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,6,5,0,0,0,0,3,2,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,7,5,0,0,0,1,3,1,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,8,7,0,0,0,3,4,0,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,9,7,0,0,0,3,4,0,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,10,6,0,0,0,3,3,0,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,11,7,0,0,0,1,6,0,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,12,5,2,0,2,1,2,0,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,13,5,4,4,0,0,1,0,
정병두,2025-01-29,6,1,613.2,16.9,12,38.2,36.4,10.37,32.1,14,5,5,5,0,0,0,0,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,1,7,0,0,0,0,4,3,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,2,8,0,0,0,0,3,5,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,3,5,0,0,0,0,3,2,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,4,8,0,0,0,0,5,3,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,5,8,0,0,0,0,5,3,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,6,9,0,0,0,1,7,1,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,7,6,0,0,0,2,3,1,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,8,5,0,0,0,2,3,0,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,9,5,0,0,0,3,2,0,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,10,6,0,0,0,3,3,0,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,11,6,0,0,0,1,5,0,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,12,4,2,2,0,0,2,0,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,13,3,2,2,0,0,1,0,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,14,7,7,7,0,0,0,0,
정병두,2025-02-05,1,1,513.5,20.1,12,40.2,32.7,10.11,34.4,15,4,4,4,0,0,0,0,
정병두,2025-02-05,2,1,472.8,13.9,9,45.6,39,8.89,32,1,6,0,0,0,0,3,3,
정병두,2025-02-05,2,1,472.8,13.9,9,45.6,39,8.89,32,2,4,0,0,0,0,3,1,
정병두,2025-02-05,2,1,472.8,13.9,9,45.6,39,8.89,32,3,5,0,0,0,0,2,3,
정병두,2025-02-05,2,1,472.8,13.9,9,45.6,39,8.89,32,4,15,0,0,0,0,12,3,
정병두,2025-02-05,2,1,472.8,13.9,9,45.6,39,8.89,32,5,7,0,0,0,0,3,4,
