농가명,측정시간,온도_외부,풍향_외부,풍속_외부,일사량_외부,누적일사량_외부,강우감지,온도_내부,상대습도_내부,잔존CO2,토양온도,비고
정병두,2024.11.5 8:00,8.7,180,0,86,13,0,16.8,90,491,0,
정병두,2024.11.5 9:00,10.2,180,0,152,60,0,18,88.9,545,0,
정병두,2024.11.5 10:00,11.6,180,0.5,474,179,0,19.4,73.6,425,0,
정병두,2024.11.5 11:00,12.9,0,0,555,368,0,21.7,58.8,419,0,
정병두,2024.11.5 12:00,14.1,0,1.8,584,573,0,23.8,59.1,405,0,
정병두,2024.11.5 13:00,14.4,0,1,547,778,0,25.9,62.1,407,0,
정병두,2024.11.5 14:00,14.9,0,1.3,464,962,0,25,66.7,402,0,
정병두,2024.11.5 15:00,15.7,0,0,325,1106,0,23.6,69.3,397,0,
정병두,2024.11.5 16:00,15.5,0,2.4,191,1194,0,22.7,77.7,408,0,
정병두,2024.11.5 17:00,13.7,0,1.4,26,1229,0,20.3,84.7,444,0,
정병두,2024.11.5 18:00,11.7,0,0,0,1232,0,14.4,76.1,383,0,
정병두,2024.11.5 19:00,9.9,180,0,0,1232,0,13.8,82.1,395,0,
정병두,2024.11.5 20:00,7.6,180,0,0,1232,0,14.6,81.2,417,0,
정병두,2024.11.5 21:00,6.4,180,0,0,1232,0,15.5,81.7,436,0,
정병두,2024.11.5 22:00,5.1,180,0,0,1232,0,15.4,78.9,457,0,
정병두,2024.11.5 23:00,4.2,180,0,0,1232,0,15.4,79.1,469,0,
정병두,2024.11.6 0:00,5,180,0,0,1232,0,15.2,80.1,484,0,
정병두,2024.11.6 1:00,4,180,0,0,1232,0,15.1,80.6,499,0,
정병두,2024.11.6 2:00,3.2,180,0,0,1232,0,15.1,81.5,507,0,
정병두,2024.11.6 3:00,4.2,180,0,0,1232,0,14.9,82.4,516,0,
정병두,2024.11.6 4:00,3.3,180,0,0,1232,0,15,84.3,527,0,
정병두,2024.11.6 5:00,2.8,180,0,0,1232,0,14.8,84.3,534,0,
정병두,2024.11.6 6:00,3.5,180,0,0,1232,0,14.9,85.7,545,0,
정병두,2024.11.6 7:00,2.4,180,0,5,1232,0,14.9,86.7,549,0,
정병두,2024.11.6 8:00,4.6,180,0,131,18,0,14.9,87.3,554,0,
정병두,2024.11.6 9:00,8.9,180,0,329,102,0,18,82.3,565,0,
정병두,2024.11.6 10:00,11.5,180,0,459,247,0,19.8,72.6,470,0,
정병두,2024.11.6 11:00,12.2,180,0.8,543,427,0,21.9,64.1,494,0,
정병두,2024.11.6 12:00,12.3,180,0.9,574,630,0,23,60,449,0,
정병두,2024.11.6 13:00,13.7,0,1,554,833,0,26.1,68.8,398,0,
정병두,2024.11.6 14:00,14.1,0,1.1,464,1015,0,25.9,68.8,411,0,
정병두,2024.11.6 15:00,14.7,0,1.1,324,1158,0,24.9,78.3,408,0,
정병두,2024.11.6 16:00,14.3,180,1.1,152,1246,0,22.7,78.9,446,0,
정병두,2024.11.6 17:00,12.9,180,0,23,1271,0,19.6,86.4,467,0,
정병두,2024.11.6 18:00,9.9,180,0,0,1274,0,15,83.5,453,0,
정병두,2024.11.6 19:00,8.8,180,0.3,0,1274,0,13.4,84.1,456,0,
정병두,2024.11.6 20:00,7.3,180,0,0,1274,0,14.7,82.4,467,0,
정병두,2024.11.6 21:00,5.9,180,0,0,1274,0,15.3,82.1,485,0,
정병두,2024.11.6 22:00,5.8,180,0,0,1274,0,15.4,80.8,496,0,
정병두,2024.11.6 23:00,3.5,180,0,0,1274,0,15.1,81.5,506,0,
정병두,2024.11.7 0:00,3.8,180,0,0,1274,0,15,82.6,516,0,
정병두,2024.11.7 1:00,4,180,0,0,1274,0,15.3,81.9,532,0,
정병두,2024.11.7 2:00,2.3,180,0,0,1274,0,15,83.8,542,0,
정병두,2024.11.7 3:00,1.6,180,0,0,1274,0,15.5,82.7,555,0,
정병두,2024.11.7 4:00,0.6,180,0,0,1274,0,14.9,85.6,562,0,
정병두,2024.11.7 5:00,0.7,180,0,0,1274,0,15.2,84.3,566,0,
정병두,2024.11.7 6:00,0.3,180,0,0,1274,0,15.3,86,576,0,
정병두,2024.11.7 7:00,0.4,180,0,2,1274,0,15.3,87.3,583,0,
정병두,2024.11.7 8:00,2.3,180,0,125,17,0,15.3,87.8,594,0,
정병두,2024.11.7 9:00,6,180,0,324,100,0,17.8,83.9,622,0,
정병두,2024.11.7 10:00,8.2,180,0,461,243,0,20.4,78.2,468,0,
정병두,2024.11.7 11:00,10.6,180,0.3,552,427,0,22.9,71,419,0,
정병두,2024.11.7 12:00,13.3,180,0,581,632,0,24.7,62.6,449,0,
정병두,2024.11.7 13:00,14.9,180,0,549,837,0,26.1,62.1,451,0,
정병두,2024.11.7 14:00,15.9,0,0,461,1020,0,25.3,62.2,449,0,
정병두,2024.11.7 15:00,15.9,0,0,286,1155,0,24.1,72.6,498,0,
정병두,2024.11.7 16:00,15.9,0,0.3,106,1236,0,23.2,86.5,390,0,
정병두,2024.11.7 17:00,14.5,0,0,20,1262,0,20.1,87.7,550,0,
정병두,2024.11.7 18:00,10.6,0,0,0,1264,0,14.2,81.7,396,0,
정병두,2024.11.7 19:00,9.9,0,0,0,1264,0,14.2,84.3,450,0,
정병두,2024.11.7 20:00,8.6,0,0,0,1264,0,14.8,85.9,474,0,
정병두,2024.11.7 21:00,7.7,0,0,0,1264,0,14.9,85.9,492,0,
정병두,2024.11.7 22:00,6.3,0,0,0,1264,0,15.5,82.8,509,0,
정병두,2024.11.7 23:00,5.2,0,0,0,1264,0,15.4,82.1,523,0,
정병두,2024.11.8 0:00,6.6,0,0,0,1264,0,15,85.6,532,0,
정병두,2024.11.8 1:00,5.6,0,0,0,1264,0,15.4,86.8,540,0,
정병두,2024.11.8 2:00,5.5,0,0,0,1264,0,15.3,85.2,549,0,
정병두,2024.11.8 3:00,4.5,0,0,0,1264,0,15.5,86,567,0,
정병두,2024.11.8 4:00,4.3,0,0,0,1264,0,14.9,86.8,572,0,
정병두,2024.11.8 5:00,4.5,0,0,0,1264,0,15.8,85.7,589,0,
정병두,2024.11.8 6:00,4.4,0,0,0,1264,0,15.2,88.4,593,0,
정병두,2024.11.8 7:00,3.5,0,0,2,1264,0,15.3,88.4,595,0,
정병두,2024.11.8 8:00,4.8,0,0,116,15,0,16.3,92.5,593,0,
정병두,2024.11.8 9:00,7.4,0,0,201,87,0,18.7,94.7,518,0,
정병두,2024.11.8 10:00,11.2,0,0,135,218,0,19.9,82.1,428,0,
정병두,2024.11.8 11:00,14.7,0,0,514,385,0,22.3,70.3,461,0,
정병두,2024.11.8 12:00,15.7,0,0,566,570,0,24,63.8,436,0,
정병두,2024.11.8 13:00,17.8,0,0,549,770,0,25.9,62.1,431,0,
정병두,2024.11.8 14:00,18.8,0,0,368,938,0,25.6,65.1,474,0,
정병두,2024.11.8 15:00,18.5,0,0,282,1064,0,25.5,82.3,400,0,
정병두,2024.11.8 16:00,18.1,0,0.7,146,1139,0,21.9,77.4,479,0,
정병두,2024.11.8 17:00,16.8,0,1.5,52,1171,0,18.6,73.7,412,0,
정병두,2024.11.8 18:00,14,0,0,0,1176,0,15.9,84.1,413,0,
정병두,2024.11.8 19:00,13,0,0,0,1176,0,14.9,87.2,404,0,
정병두,2024.11.8 20:00,10.9,0,0,0,1176,0,14.8,86.4,426,0,
정병두,2024.11.8 21:00,10.4,0,0,0,1176,0,14.4,86.1,442,0,
정병두,2024.11.8 22:00,9.4,0,0,0,1176,0,14.3,84.5,463,0,
정병두,2024.11.8 23:00,10,0,0,0,1176,0,14.9,86.4,474,0,
정병두,2024.11.9 0:00,9.4,0,0,0,1176,0,15.5,87,488,0,
정병두,2024.11.9 1:00,8.4,0,0,0,1176,0,15.1,89.7,486,0,
정병두,2024.11.9 2:00,8.2,0,0,0,1176,0,15,87.4,490,0,
정병두,2024.11.9 3:00,7,0,0,0,1176,0,15.4,86,503,0,
정병두,2024.11.9 4:00,7.3,0,0,0,1176,0,15.1,87.3,508,0,
정병두,2024.11.9 5:00,8.3,0,0,0,1176,0,15.1,88,511,0,
정병두,2024.11.9 6:00,8.3,0,0,0,1176,0,15.2,89.7,508,0,
정병두,2024.11.9 7:00,7.1,0,0,2,1177,0,15.5,90.9,510,0,
정병두,2024.11.9 8:00,8.3,0,0,96,13,0,16.3,90.7,493,0,
정병두,2024.11.9 9:00,11.7,0,0,283,83,0,18.8,87,509,0,
정병두,2024.11.9 10:00,14.2,0,0,428,211,0,20.4,76.1,444,0,
정병두,2024.11.9 11:00,17.6,0,0,502,381,0,22.9,69,424,0,
정병두,2024.11.9 12:00,19.1,0,0,593,569,0,24.5,65.6,414,0,
정병두,2024.11.9 13:00,19.5,180,0,302,711,0,23.9,68.5,416,0,
정병두,2024.11.9 14:00,20,180,1.5,392,865,0,24.2,66.6,388,0,
정병두,2024.11.9 15:00,19.5,180,0.7,294,997,0,24,72,375,0,
정병두,2024.11.9 16:00,19.2,180,0,143,1068,0,20.3,66.6,393,0,
정병두,2024.11.9 17:00,17.8,180,0,26,1092,0,18.3,81.7,471,0,
정병두,2024.11.9 18:00,14.8,180,0,0,1094,0,15.2,85,410,0,
정병두,2024.11.9 19:00,14.1,180,0,0,1094,0,14.9,84.8,391,0,
정병두,2024.11.9 20:00,14.1,180,0,0,1094,0,14.9,88,408,0,
정병두,2024.11.9 21:00,13.4,180,0,2,1095,0,14.6,88.7,414,0,
정병두,2024.11.9 22:00,11.8,180,0,2,1096,0,14.6,88,425,0,
정병두,2024.11.9 23:00,10.9,180,0,2,1097,0,14.2,87.2,444,0,
정병두,2024.11.10 0:00,10.3,180,0,2,1097,0,14.3,88.2,456,0,
정병두,2024.11.10 1:00,9.6,180,0,2,1098,0,16.1,88.6,464,0,
정병두,2024.11.10 2:00,9.7,180,0,2,1099,0,15.5,90.3,445,0,
정병두,2024.11.10 3:00,9.3,180,0,2,1100,0,15,90.1,430,0,
정병두,2024.11.10 4:00,10.1,180,0,2,1101,0,15.6,89.5,443,0,
정병두,2024.11.10 5:00,10,180,0,2,1102,0,15.3,91.2,438,0,
정병두,2024.11.10 6:00,10.3,180,0,2,1102,0,15.3,93.4,429,0,
정병두,2024.11.10 7:00,10.3,180,0,5,1103,0,15.2,93.9,424,0,
정병두,2024.11.10 8:00,11.1,180,0,43,6,0,16.4,92.4,427,0,
정병두,2024.11.10 9:00,12.1,180,0,122,36,0,17.6,91.4,512,0,
정병두,2024.11.10 10:00,15,180,0,316,105,0,18.7,85.3,439,0,
정병두,2024.11.10 11:00,17.9,180,0,340,249,0,19.7,68.6,392,0,
정병두,2024.11.10 12:00,18.8,0,0,295,387,0,20.3,63.2,389,0,
정병두,2024.11.10 13:00,19.1,0,0,166,480,0,20.4,80.3,385,0,
정병두,2024.11.10 14:00,18.5,0,1.2,146,549,0,20.4,81.6,415,0,
정병두,2024.11.10 15:00,19.9,180,0,345,634,0,21.4,79.8,391,0,
정병두,2024.11.10 16:00,20.8,0,1,137,725,0,21.1,76.3,395,0,
정병두,2024.11.10 17:00,19.7,0,0,17,745,0,18.1,81.4,450,0,
정병두,2024.11.10 18:00,15.9,0,0,0,747,0,14.6,90.2,384,0,
정병두,2024.11.10 19:00,13.1,0,0,0,747,0,14.3,93.4,388,0,
정병두,2024.11.10 20:00,13.5,0,0,0,747,0,14.3,94.2,390,0,
정병두,2024.11.10 21:00,11.8,0,0,0,747,0,13.7,93.6,405,0,
정병두,2024.11.10 22:00,11.4,0,0,0,747,0,13.5,93.3,418,0,
정병두,2024.11.10 23:00,9.5,0,0,0,747,0,13.4,93,436,0,
정병두,2024.11.11 0:00,10.4,0,0,0,747,0,13.3,88,448,0,
정병두,2024.11.11 1:00,8.4,0,0,0,747,0,14.4,87.4,458,0,
정병두,2024.11.11 2:00,8.4,0,0,0,747,0,14.6,89.5,462,0,
정병두,2024.11.11 3:00,7.6,0,0,0,747,0,14.1,89,466,0,
정병두,2024.11.11 4:00,8,0,0,0,747,0,14.2,89.3,481,0,
정병두,2024.11.11 5:00,7.7,0,0,0,747,0,14.4,88.9,485,0,
정병두,2024.11.11 6:00,6.8,0,0,0,747,0,14.7,90.4,489,0,
정병두,2024.11.11 7:00,6.9,0,0,2,747,0,14.7,91.5,486,0,
정병두,2024.11.11 8:00,7.8,0,0,87,12,0,15.5,91.6,479,0,
정병두,2024.11.11 9:00,11.2,0,0,254,73,0,18.3,87.9,527,0,
정병두,2024.11.11 10:00,13.4,0,0,403,195,0,19.8,71.6,418,0,
정병두,2024.11.11 11:00,15.7,0,0,488,357,0,22.2,67.9,426,0,
정병두,2024.11.11 12:00,18.7,0,0.7,528,539,0,23.3,61.9,400,0,
정병두,2024.11.11 13:00,20.2,0,0,419,717,0,23.8,57.9,410,0,
정병두,2024.11.11 14:00,21.3,0,0,409,884,0,24.5,58.9,415,0,
정병두,2024.11.11 15:00,21.2,0,0.4,288,1011,0,23.8,63.6,400,0,
정병두,2024.11.11 16:00,21.3,0,0,128,1087,0,21.5,60.2,400,0,
정병두,2024.11.11 17:00,19.8,0,0,26,1110,0,18.8,71.4,406,0,
정병두,2024.11.11 18:00,15.7,0,0,0,1112,0,15.7,81.3,411,0,
정병두,2024.11.11 19:00,14.2,0,0,0,1112,0,14.8,86.1,395,0,
정병두,2024.11.11 20:00,13.9,0,0,0,1112,0,14.5,88,399,0,
정병두,2024.11.11 21:00,14.2,0,0,0,1112,0,14.7,87.7,416,0,
정병두,2024.11.11 22:00,11.9,0,0,0,1112,0,14.2,88.7,422,0,
정병두,2024.11.11 23:00,11.8,0,0,0,1112,0,14,87.6,433,0,
정병두,2024.11.12 0:00,10.4,0,0,0,1112,0,14,88.2,445,0,
정병두,2024.11.12 1:00,10.5,0,0,0,1112,0,13.9,87.4,456,0,
정병두,2024.11.12 2:00,10.5,0,0,0,1112,0,13.8,88.6,462,0,
정병두,2024.11.12 3:00,10,0,0,0,1112,0,15.3,87.1,470,0,
정병두,2024.11.12 4:00,10,0,0,0,1112,0,15.6,91.2,472,0,
정병두,2024.11.12 5:00,10.7,0,0,0,1112,0,15.3,92.9,457,0,
정병두,2024.11.12 6:00,11,0,0,0,1112,0,15.6,93.7,449,0,
정병두,2024.11.12 7:00,9.8,0,0,1,1112,0,15,93.7,444,0,
정병두,2024.11.12 8:00,10,0,0,70,10,0,16.1,92.2,440,0,
정병두,2024.11.12 9:00,13.7,0,0,208,59,0,18.2,88.3,542,0,
정병두,2024.11.12 10:00,16.3,0,0,361,165,0,19.6,77,417,0,
정병두,2024.11.12 11:00,17.7,0,0,479,307,0,21.6,73.9,425,0,
정병두,2024.11.12 12:00,18.4,0,0,504,482,0,23.5,65.4,405,0,
정병두,2024.11.12 13:00,20,0,0,479,658,0,24.6,56.3,408,0,
정병두,2024.11.12 14:00,20.2,0,0,412,819,0,24.6,58.5,423,0,
정병두,2024.11.12 15:00,20.3,0,0,288,942,0,23.2,60.1,414,0,
정병두,2024.11.12 16:00,19.4,0,0,134,1016,0,20.2,60.7,398,0,
정병두,2024.11.12 17:00,17.6,0,0,23,1039,0,17.9,71.9,470,0,
정병두,2024.11.12 18:00,13.8,0,0,0,1041,0,14.8,82.2,407,0,
정병두,2024.11.12 19:00,13.5,0,0,0,1041,0,14.9,84.3,405,0,
정병두,2024.11.12 20:00,11.8,0,0,0,1041,0,14.2,85.7,422,0,
정병두,2024.11.12 21:00,10.1,0,0,0,1041,0,13.7,85.3,434,0,
정병두,2024.11.12 22:00,11,0,0,0,1041,0,13.5,84.9,454,0,
정병두,2024.11.12 23:00,10,0,0,0,1041,0,14.7,85.1,468,0,
정병두,2024.11.13 0:00,9,0,0,0,1041,0,15.1,83.9,478,0,
정병두,2024.11.13 1:00,7.4,0,0,0,1041,0,14.9,85,489,0,
정병두,2024.11.13 2:00,8.2,0,0,0,1041,0,14.7,85.7,504,0,
정병두,2024.11.13 3:00,7.7,0,0,0,1041,0,14.5,86.4,512,0,
정병두,2024.11.13 4:00,5.7,0,0,0,1041,0,14.2,87,517,0,
정병두,2024.11.13 5:00,5.4,0,0,0,1041,0,14.3,86.4,532,0,
정병두,2024.11.13 6:00,5.7,0,0,0,1041,0,14.9,87.3,539,0,
정병두,2024.11.13 7:00,5.1,0,0,2,1041,0,15.1,88.4,547,0,
정병두,2024.11.13 8:00,6.7,0,0,84,11,0,15.9,88.6,539,0,
정병두,2024.11.13 9:00,10.9,0,0,259,72,0,18.3,86.6,586,0,
정병두,2024.11.13 10:00,13.4,0,0,409,193,0,20.1,75.2,434,0,
정병두,2024.11.13 11:00,16.3,0,0,511,358,0,21.8,66.4,436,0,
정병두,2024.11.13 12:00,18.8,0,0.6,534,553,0,23.8,59.5,402,0,
정병두,2024.11.13 13:00,20.7,0,0,505,740,0,25.3,56.1,424,0,
정병두,2024.11.13 14:00,21.6,0,0,420,908,0,25,57,407,0,
정병두,2024.11.13 15:00,22.1,0,0,289,1035,0,24.2,51.6,402,0,
정병두,2024.11.13 16:00,21.8,0,0,125,1109,0,21.8,58.1,404,0,
정병두,2024.11.13 17:00,20,0,0,23,1131,0,18.7,68,400,0,
정병두,2024.11.13 18:00,16.2,0,0,0,1133,0,15.9,80,443,0,
정병두,2024.11.13 19:00,15.1,0,0,0,1133,0,14.7,86,405,0,
정병두,2024.11.13 20:00,14,0,0,0,1133,0,15,86,418,0,
정병두,2024.11.13 21:00,13.8,0,0,0,1133,0,14.8,87.9,432,0,
정병두,2024.11.13 22:00,13.6,0,0,0,1133,0,14.6,87.2,440,0,
정병두,2024.11.13 23:00,11.6,0,0,0,1133,0,14.6,86.2,452,0,
정병두,2024.11.14 0:00,10.4,0,0,0,1133,0,14.6,86.8,467,0,
정병두,2024.11.14 1:00,10.3,0,0,0,1133,0,14.3,87.7,476,0,
정병두,2024.11.14 2:00,11.5,0,0,0,1133,0,14.2,88,484,0,
정병두,2024.11.14 3:00,10,0,0,0,1133,0,13.8,88.9,490,0,
정병두,2024.11.14 4:00,10.3,0,0,0,1133,0,15.1,88.2,500,0,
정병두,2024.11.14 5:00,10.7,0,0,0,1133,0,15.1,91.1,503,0,
정병두,2024.11.14 6:00,10.5,0,0,0,1133,0,15.4,91.2,498,0,
정병두,2024.11.14 7:00,10.6,0,0,0,1133,0,15.1,93.5,503,0,
정병두,2024.11.14 8:00,11.1,0,0,114,8,0,16.3,92.6,493,0,
정병두,2024.11.14 9:00,12.8,0,0,93,38,0,17.8,90.7,570,0,
정병두,2024.11.14 10:00,15.5,0,0,230,105,0,19.1,83.5,516,0,
정병두,2024.11.14 11:00,17.7,0,0,570,203,0,21.6,72.3,435,0,
정병두,2024.11.14 12:00,19.8,0,0,525,367,0,22.5,53.6,398,0,
정병두,2024.11.14 13:00,20.1,0,0,349,528,0,23.3,55,399,0,
정병두,2024.11.14 14:00,20.3,0,0,173,634,0,22.3,59.9,382,0,
정병두,2024.11.14 15:00,19.5,0,0,108,690,0,21.4,82.5,551,0,
정병두,2024.11.14 16:00,17.6,0,0,38,706,0,18.4,80.8,400,0,
정병두,2024.11.14 17:00,17.6,0,0,8,720,0,17.9,83.7,418,0,
정병두,2024.11.14 18:00,17.1,0,0,0,720,0,16.7,79.6,387,0,
정병두,2024.11.14 19:00,16,0,0,0,720,0,16.2,85.8,378,0,
정병두,2024.11.14 20:00,15.3,0,0,0,720,0,15.9,89.3,382,0,
정병두,2024.11.14 21:00,15,0,0,0,720,0,15.9,90.6,379,0,
정병두,2024.11.14 22:00,14.6,0,0,0,720,0,15.8,91.4,376,0,
정병두,2024.11.14 23:00,14.9,0,0,0,720,0,15.3,91.4,370,0,
정병두,2024.11.15 0:00,14.7,0,0,0,720,0,15.3,91.7,367,0,
정병두,2024.11.15 1:00,14.9,0,0,0,720,0,15.4,92.4,358,0,
정병두,2024.11.15 2:00,13.9,0,0,0,720,0,15.2,93.7,352,0,
정병두,2024.11.15 3:00,14.1,0,0,0,720,0,15,93,347,0,
정병두,2024.11.15 4:00,14.2,0,0,0,720,0,15.1,93.9,339,0,
정병두,2024.11.15 5:00,14.4,0,0,0,720,0,15.3,93.7,343,0,
정병두,2024.11.15 6:00,14,0,0,0,720,0,15.2,95,345,0,
정병두,2024.11.15 7:00,14.1,180,0,0,720,0,15.6,94.7,350,0,
정병두,2024.11.15 8:00,14,180,0,6,0,1,15.8,93.5,332,0,
정병두,2024.11.15 9:00,13.8,180,0,57,13,1,16.8,92.6,563,0,
정병두,2024.11.15 10:00,15.9,180,0,423,86,0,18.4,78.8,370,0,
정병두,2024.11.15 11:00,17.4,180,0,207,197,0,19.5,74,398,0,
정병두,2024.11.15 12:00,18.8,180,0,295,284,0,20.1,70.4,380,0,
정병두,2024.11.15 13:00,20.5,180,0,512,428,0,23.2,57.4,389,0,
정병두,2024.11.15 14:00,21.9,180,0,245,541,0,22.6,56.7,400,0,
정병두,2024.11.15 15:00,22.2,180,0,119,617,0,21.7,63.2,390,0,
정병두,2024.11.15 16:00,21.4,180,0,122,675,0,21.4,71.5,411,0,
정병두,2024.11.15 17:00,19.4,180,0,17,693,0,18.5,77.2,394,0,
정병두,2024.11.15 18:00,17.2,180,0,0,694,0,16.4,83.3,371,0,
정병두,2024.11.15 19:00,16,180,0,0,694,0,15.6,85.1,371,0,
정병두,2024.11.15 20:00,14.9,180,0,0,694,0,14.6,85.7,370,0,
정병두,2024.11.15 21:00,14.7,180,0,0,694,0,14.4,89,375,0,
정병두,2024.11.15 22:00,13.1,180,0,0,694,0,14.1,89.3,383,0,
정병두,2024.11.15 23:00,12.8,180,0,0,694,0,14.3,89.2,395,0,
정병두,2024.11.16 0:00,13.7,180,0,0,694,0,14.1,90.9,406,0,
정병두,2024.11.16 1:00,11.9,180,0,0,694,0,13.8,90.2,411,0,
정병두,2024.11.16 2:00,13.4,180,0,0,694,0,15.2,92,413,0,
정병두,2024.11.16 3:00,13.4,180,0,0,694,0,15.7,93.3,389,0,
정병두,2024.11.16 4:00,13.8,180,0,0,694,0,15.7,92.9,357,0,
정병두,2024.11.16 5:00,13.7,180,0,0,694,0,15.6,94.8,355,0,
정병두,2024.11.16 6:00,14.9,180,0,0,694,0,15.6,94.9,352,0,
정병두,2024.11.16 7:00,14.4,180,0,0,694,0,15.3,95,358,0,
정병두,2024.11.16 8:00,14.7,180,0,81,6,0,15.3,91.3,328,0,
정병두,2024.11.16 9:00,16.8,180,0,263,68,0,17.6,78.8,422,0,
정병두,2024.11.16 10:00,18.6,0,0,391,187,0,20.6,67.6,409,0,
정병두,2024.11.16 11:00,21.1,180,0,494,343,0,22.8,60.1,418,0,
정병두,2024.11.16 12:00,22.3,0,0,507,496,0,24.7,57.9,397,0,
정병두,2024.11.16 13:00,23.3,0,0,479,674,0,25.9,51.4,416,0,
정병두,2024.11.16 14:00,23.3,0,1.5,394,831,0,26,68.9,389,0,
정병두,2024.11.16 15:00,23,0,2.3,274,953,0,24.3,61.3,380,0,
정병두,2024.11.16 16:00,21.3,0,2.5,58,1012,0,21.2,67.4,400,0,
정병두,2024.11.16 17:00,19.9,0,0,4,1020,0,19.6,73.6,399,0,
정병두,2024.11.16 18:00,18.7,0,1.7,0,1020,0,18.5,75.3,384,0,
정병두,2024.11.16 19:00,16.2,0,0,0,1020,1,17.7,87.4,362,0,
정병두,2024.11.16 20:00,16.4,0,0,0,1020,0,17.6,90.9,320,0,
정병두,2024.11.16 21:00,16.6,0,0,0,1020,1,17.5,93.8,296,0,
정병두,2024.11.16 22:00,16.5,0,0,0,1020,1,17.6,93.9,284,0,
정병두,2024.11.16 23:00,16.3,0,0,0,1020,0,17.3,94.8,286,0,
정병두,2024.11.17 0:00,15,0,0,0,1020,0,16.2,92.4,286,0,
정병두,2024.11.17 1:00,14.7,0,0,0,1020,0,16.4,92.7,299,0,
정병두,2024.11.17 2:00,14.3,0,0,0,1020,0,15.8,92.5,308,0,
정병두,2024.11.17 3:00,13.8,0,0,0,1020,0,15.5,92.2,324,0,
정병두,2024.11.17 4:00,13.2,0,0,0,1020,0,15.2,90.9,319,0,
정병두,2024.11.17 5:00,14.3,180,1.5,0,1021,0,14.8,87.7,307,0,
정병두,2024.11.17 6:00,13.1,180,0.7,0,1021,0,14.9,91.7,317,0,
정병두,2024.11.17 7:00,12.6,180,2,0,1021,0,14.7,93.5,321,0,
정병두,2024.11.17 8:00,11.6,180,1,20,2,0,15.1,92.5,328,0,
정병두,2024.11.17 9:00,11,180,1,26,13,0,16,91.9,573,0,
정병두,2024.11.17 10:00,10.9,180,2.4,92,42,0,16.7,86.7,492,0,
정병두,2024.11.17 11:00,11,180,1.4,108,87,0,18,90.1,568,0,
정병두,2024.11.17 12:00,11.2,180,1.5,166,141,0,19.9,88.6,501,0,
정병두,2024.11.17 13:00,11.5,180,1.1,230,225,0,20.3,86.2,486,0,
정병두,2024.11.17 14:00,11.3,180,0.1,201,288,0,19.6,86.3,419,0,
정병두,2024.11.17 15:00,10.9,180,1.7,181,351,0,19.2,86.1,461,0,
정병두,2024.11.17 16:00,10.7,180,0.9,145,406,0,16.9,78.7,431,0,
정병두,2024.11.17 17:00,9.7,180,1.9,15,427,0,13.9,78.7,429,0,
정병두,2024.11.17 18:00,7.6,180,0,0,429,0,13.1,83.9,430,0,
정병두,2024.11.17 19:00,6.5,180,0,0,429,0,14.4,87.7,441,0,
정병두,2024.11.17 20:00,5,180,0,0,429,0,14.3,87.2,451,0,
정병두,2024.11.17 21:00,3.4,180,0,0,429,0,14.2,87.7,468,0,
정병두,2024.11.17 22:00,3.9,180,0,0,429,0,13.8,85.6,484,0,
정병두,2024.11.17 23:00,5.2,180,0,0,429,0,14,86.4,496,0,
정병두,2024.11.18 0:00,5,180,1.4,0,429,0,14.4,86.1,499,0,
정병두,2024.11.18 1:00,4.3,180,0.6,0,429,0,14.4,86.7,494,0,
정병두,2024.11.18 2:00,3,180,1.4,0,429,0,13.9,88,499,0,
정병두,2024.11.18 3:00,2.3,180,0.3,0,429,0,13.5,87.6,500,0,
정병두,2024.11.18 4:00,1.5,180,0,0,430,0,13,86.4,505,0,
정병두,2024.11.18 5:00,0.7,180,0,0,430,0,13.2,85.2,511,0,
정병두,2024.11.18 6:00,0.6,180,0,0,430,0,13.6,87.6,503,0,
정병두,2024.11.18 7:00,-0.8,180,0,5,431,0,13.6,88,506,0,
정병두,2024.11.18 8:00,1.4,180,0.5,90,10,0,13.6,87.7,511,0,
정병두,2024.11.18 9:00,3.4,180,2.1,295,80,0,14.5,84.6,541,0,
정병두,2024.11.18 10:00,3.9,180,2.3,429,212,0,17.8,75.8,394,0,
정병두,2024.11.18 11:00,5,180,2.6,517,384,0,19.6,73.1,492,0,
정병두,2024.11.18 12:00,6.4,180,2.3,549,578,0,22.9,72.5,392,0,
정병두,2024.11.18 13:00,6.9,180,1.2,520,772,0,25,65.1,421,0,
정병두,2024.11.18 14:00,7.7,180,1.5,435,945,0,23.7,65.2,431,0,
정병두,2024.11.18 15:00,8.2,180,1.1,306,1079,0,23.4,74.2,744,0,
정병두,2024.11.18 16:00,8.1,180,1.1,117,1156,0,20.5,76.9,459,0,
정병두,2024.11.18 17:00,7.2,180,0.1,17,1174,0,16.6,83.3,475,0,
정병두,2024.11.18 18:00,4.6,180,0,0,1176,0,14.9,88.2,447,0,
정병두,2024.11.18 19:00,3.2,180,0,0,1176,0,14.9,86.5,466,0,
정병두,2024.11.18 20:00,2,180,0,0,1176,0,14.8,85.4,487,0,
정병두,2024.11.18 21:00,2.5,180,0.6,0,1176,0,14.9,85.5,497,0,
정병두,2024.11.18 22:00,1.2,180,0.3,0,1176,0,15,83.4,503,0,
정병두,2024.11.18 23:00,1.1,180,0,0,1176,0,14.8,83.4,519,0,
정병두,2024.11.19 0:00,0,180,0.7,0,1176,0,14.8,83.1,529,0,
